,candidate_name,candidate_id,election,office,district,year
1552,"MONTANEZ, CINDY",1238513,2004 GENERAL,A,39,2004
1553,"AYAO, ELY DE LA CRUZ",1240984,2004 GENERAL,A,39,2004
1554,"LEVINE, LLOYD",1233568,2004 GENERAL,A,40,2004
1555,"ISLER, MARK",1003300,2004 GENERAL,A,40,2004
1556,"BONHACH, HEATHER PETERS",1256380,2004 GENERAL,A,41,2004
1557,"PAVLEY, FRAN",1005757,2004 GENERAL,A,41,2004
1558,"KOFFLER, RICHARD P.",1261025,2004 GENERAL,A,41,2004
1559,"KORETZ, PAUL",1004239,2004 GENERAL,A,42,2004
1560,"FREDRIX, PAUL MORGAN",1261347,2004 GENERAL,A,42,2004
1561,"FROMMER, DARIO",1005786,2004 GENERAL,A,43,2004
1562,"WOREN, SANDOR J.",1241161,2004 GENERAL,A,43,2004
1563,"GABRIEL, LYNN",1261348,2004 GENERAL,A,44,2004
1564,"LIU, CAROL",1005704,2004 GENERAL,A,44,2004
1565,"GOLDBERG, JACKIE",1005703,2004 GENERAL,A,45,2004
1566,"GUTIERREZ, OSCAR A.",1260529,2004 GENERAL,A,45,2004
1567,"ALDANA JR., MANUEL",1239991,2004 GENERAL,A,46,2004
1568,"NUNEZ, FABIAN",1238937,2004 GENERAL,A,46,2004
1569,"BASS, KAREN",1259008,2004 GENERAL,A,47,2004
1570,"DE BAETS, PETER D.",1241490,2004 GENERAL,A,47,2004
1571,"EVERETT, DALE V.",1242216,2004 GENERAL,A,47,2004
1572,"RIDLEY-THOMAS, MARK",1240873,2004 GENERAL,A,48,2004
1573,"ALEXANDER, SEBASTIAN",1261349,2004 GENERAL,A,48,2004
1574,"CHU, JUDY",1004242,2004 GENERAL,A,49,2004
1575,"BROWN, LAURA G.",1260840,2004 GENERAL,A,49,2004
1576,"NEEDS, SANDRA L.",1260608,2004 GENERAL,A,49,2004
1577,"DE LA TORRE, HECTOR",1253966,2004 GENERAL,A,50,2004
1578,"MILLER, GLADYS O.",1240642,2004 GENERAL,A,50,2004
1579,"HORTON, JEROME E.",1220801,2004 GENERAL,A,51,2004
1580,"SHERMAN, DANIEL R.",1260839,2004 GENERAL,A,51,2004
1581,"DYMALLY, MERVYN M.",1238979,2004 GENERAL,A,52,2004
1582,"GORDON, MIKE",1252137,2004 GENERAL,A,53,2004
1583,"HILL, GREGORY CHARLES",1255064,2004 GENERAL,A,53,2004
1584,"BOIVIE, ETHAN M.",1261350,2004 GENERAL,A,53,2004
1585,"SMITH, JAMES R.",1261002,2004 GENERAL,A,53,2004
1586,"KARNETTE, BETTY",1003821,2004 GENERAL,A,54,2004
1587,"KUYKENDALL, STEVEN T.",1257367,2004 GENERAL,A,54,2004
1588,"STERNE, JOHN HOWARD",1261351,2004 GENERAL,A,54,2004
1589,"OROPEZA, JENNY",1005665,2004 GENERAL,A,55,2004
1590,"UNDERHILL, MARGHERITA",1243576,2004 GENERAL,A,55,2004
1591,"BERMUDEZ, RUDY",1005170,2004 GENERAL,A,56,2004
1592,"BRANTUK, JOHN W.",1240630,2004 GENERAL,A,56,2004
1593,"CHAVEZ, EDWARD ""ED""",1005674,2004 GENERAL,A,57,2004
1594,"VALENZUELA, VICTOR M.",1004675,2004 GENERAL,A,57,2004
1595,"CALDERON, RONALD",1235391,2004 GENERAL,A,58,2004
1596,"TOPALIAN, RITA H.",1259659,2004 GENERAL,A,58,2004
1597,"HARDEN, DANIEL V.",1253907,2004 GENERAL,A,59,2004
1598,"MOUNTJOY, DENNIS",1220842,2004 GENERAL,A,59,2004
1599,"WARD, FRITZ R.",1220747,2004 GENERAL,A,59,2004
1600,"HUFF, ROBERT 'BOB'",1005380,2004 GENERAL,A,60,2004
1601,"MARTINEZ, PATRICK JOHN",1261024,2004 GENERAL,A,60,2004
1602,"MC LEOD, GLORIA NEGRETE",1005234,2004 GENERAL,A,61,2004
1603,"WAPNER, ALAN D.",1260456,2004 GENERAL,A,61,2004
1604,"BACA JR., JOE",1251583,2004 GENERAL,A,62,2004
1605,"MENDOZA-WARE, MARGE",1253675,2004 GENERAL,A,62,2004
1606,"EMMERSON, BILL",1261353,2004 GENERAL,A,63,2004
1607,"KEEDY, MAUREEN K.",1260648,2004 GENERAL,A,63,2004
1608,"MC NAMEE, D'ANDRE",1260445,2004 GENERAL,A,63,2004
1609,"BENOIT, JOHN J.",1240093,2004 GENERAL,A,64,2004
1610,"MELSH, ROBERT J.",1240983,2004 GENERAL,A,64,2004
1611,"BOGH, RUSSELL V.",1005640,2004 GENERAL,A,65,2004
1612,"RAMIREZ-DEAN, RITA",1256160,2004 GENERAL,A,65,2004
1613,"HAYNES, RAYMOND N.",1003467,2004 GENERAL,A,66,2004
1614,"NICHOLSON, LAUREL A.",1253533,2004 GENERAL,A,66,2004
1615,"LEE, JACK N.",1260438,2004 GENERAL,A,66,2004
1616,"SILVA, DAVID P.",1259238,2004 GENERAL,A,67,2004
1617,"WESTWELL, NORM S.",1226979,2004 GENERAL,A,67,2004
1618,"TRAN, VAN",1228283,2004 GENERAL,A,68,2004
1620,"BADE, OTTO R.",1256415,2004 GENERAL,A,69,2004
1621,"UMBERG, THOMAS J.",1241318,2004 GENERAL,A,69,2004
1622,"REIS, GEORGE",1261355,2004 GENERAL,A,69,2004
1623,"DE VORE, CHARLES S.",1254089,2004 GENERAL,A,70,2004
1624,"BALDWIN, MARK",1261356,2004 GENERAL,A,70,2004
1625,"MARIZ, CARL L.",1243740,2004 GENERAL,A,70,2004
1626,"SPITZER, TODD",1230744,2004 GENERAL,A,71,2004
1627,"FOSTER, BEA",1004020,2004 GENERAL,A,71,2004
1628,"DAUCHER, LYNN",1005667,2004 GENERAL,A,72,2004
1629,"CROSS, BRIAN LEE",1220844,2004 GENERAL,A,72,2004
1630,"JOHNSON, ROSS W.",1261980,2004 GENERAL,A,72,2004
1631,"WALTERS, MIMI",1251751,2004 GENERAL,A,73,2004
1632,"CALZADA, KATHLEEN",1241094,2004 GENERAL,A,73,2004
1633,"FAVOR, ANDREW H.",1260783,2004 GENERAL,A,73,2004
1634,"WYLAND, MARK B.",1005714,2004 GENERAL,A,74,2004
1635,"KING, PAUL H.",1004050,2004 GENERAL,A,74,2004
1636,"UNDERWOOD, KAREN",1260625,2004 GENERAL,A,74,2004
1637,"HEUMANN, KAREN A",1254760,2004 GENERAL,A,75,2004
1638,"PLESCIA, GEORGE A.",1240145,2004 GENERAL,A,75,2004
1639,"SENECAL, RICHARD J.",1241037,2004 GENERAL,A,75,2004
1640,"HUNTER, TRICIA RAE",1003099,2004 GENERAL,A,76,2004
1641,"SALDANA, LORI",1252223,2004 GENERAL,A,76,2004
1642,"OSBORNE, JENNIFER",1261022,2004 GENERAL,A,76,2004
1643,"LA SUER, JAY",1005766,2004 GENERAL,A,77,2004
1644,"HALL, VIRGIL R.",1241123,2004 GENERAL,A,77,2004
1645,"LARKIN, CHRISTOPHER",1259469,2004 GENERAL,A,77,2004
1646,"DAVIS, PATRICIA S.",1254541,2004 GENERAL,A,78,2004
1647,"HORTON, SHIRLEY",1240526,2004 GENERAL,A,78,2004
1648,"HALE, JOSH",1261026,2004 GENERAL,A,78,2004
1649,"VARGAS, JUAN C.",1005741,2004 GENERAL,A,79,2004
1650,"CONROE, ELI W.",1261018,2004 GENERAL,A,79,2004
1651,"ANDREAS, MARY ANN",1255182,2004 GENERAL,A,80,2004
1652,"GARCIA, BONNIE",1240067,2004 GENERAL,A,80,2004
1708,"CHESBRO, WESLEY",1005209,2002 GENERAL,S,2,2002
1709,"LIKOVER, LAURA J.",1240066,2002 GENERAL,S,2,2002
1710,"REDFEARN, PEGGY",1233953,2002 GENERAL,S,2,2002
1711,"AANESTAD, SAMUEL M.",1003707,2002 GENERAL,S,4,2002
1712,"SMITH, MARIANNE BOPP",1241149,2002 GENERAL,S,4,2002
1713,"UNDERWOOD, ROBERT H.",1240538,2002 GENERAL,S,4,2002
1714,"ORTIZ, DEBORAH V.",1004844,2002 GENERAL,S,6,2002
1715,"SEWELL, JASON A",1241488,2002 GENERAL,S,6,2002
1716,"SPEIER, JACQUELINE",1005471,2002 GENERAL,S,8,2002
1717,"FLIEGLER, ROBERT",1240882,2002 GENERAL,S,8,2002
1718,"ZELL, DENNIS S.",1240064,2002 GENERAL,S,8,2002
1719,"FIGUEROA, LIZ",1004964,2002 GENERAL,S,10,2002
1720,"DARNELL, ERVAN E.",1240146,2002 GENERAL,S,10,2002
1721,"GUNTHER, JAMES G",1241489,2002 GENERAL,S,10,2002
1722,"AREIAS, RUSTY",1240721,2002 GENERAL,S,12,2002
1723,"DENHAM, JEFF",1005706,2002 GENERAL,S,12,2002
1724,"EATON, DAVID",098207,2002 GENERAL,S,12,2002
1725,"POOCHIGIAN, CHUCK",1004258,2002 GENERAL,S,14,2002
1726,"FLOREZ, DEAN",1005244,2002 GENERAL,S,16,2002
1727,"KNOX, BLAIR B.",1240656,2002 GENERAL,S,16,2002
1728,"ASHBURN, ROY",1004828,2002 GENERAL,S,18,2002
1729,"ALARCON, RICHARD",1256876,2002 GENERAL,S,20,2002
1730,"CEDILLO, GILBERT",1005224,2002 GENERAL,S,22,2002
1731,"ROMERO, GLORIA",1005525,2002 GENERAL,S,24,2002
1732,"HOUSE, VINCENT F.",1232821,2002 GENERAL,S,24,2002
1733,"SWINNEY, CARL M. ""MARTY""",1001090,2002 GENERAL,S,24,2002
1734,"MURRAY, KEVIN",1004318,2002 GENERAL,S,26,2002
1735,"BOWEN, DEBRA",1003952,2002 GENERAL,S,28,2002
1736,"DE BAETS, PETER D.",1241490,2002 GENERAL,S,28,2002
1737,"HILL, JO ANN",1241125,2002 GENERAL,S,28,2002
1738,"ESCUTIA, MARTHA M.",1003835,2002 GENERAL,S,30,2002
1739,"ROBERTSON, JOHN O.",098114,2002 GENERAL,S,30,2002
1740,"SOTO, NELL",1005200,2002 GENERAL,S,32,2002
1741,"ROBERTSON, KENNETH E.",1240144,2002 GENERAL,S,32,2002
1742,"DUNN, JOSEPH",1005289,2002 GENERAL,S,34,2002
1743,"GONZALEZ, ARACELI",1004556,2002 GENERAL,S,34,2002
1744,"HOLLINGSWORTH, DENNIS",1005700,2002 GENERAL,S,36,2002
1745,"METTI, MICHAEL S.",098361,2002 GENERAL,S,36,2002
1746,"WESTALL, ADRIENNE DENISE",1241319,2002 GENERAL,S,36,2002
1747,"MORROW, BILL",1005555,2002 GENERAL,S,38,2002
1748,"GROSSMITH, LARS R.",1241122,2002 GENERAL,S,38,2002
1749,"HANNEMAN, PHILIP G.",1240884,2002 GENERAL,S,38,2002
1750,"DUCHENY, DENISE MORENO",1004297,2002 GENERAL,S,40,2002
1751,"GIORGINO, MICHAEL S.",1240062,2002 GENERAL,S,40,2002
1752,"MIRANDA, FELIX JEREMIAH",1241144,2002 GENERAL,S,40,2002
1753,"BERG, PATTY",1233578,2002 GENERAL,A,1,2002
1754,"BROWN, ROBERT K. ""ROB""",1239927,2002 GENERAL,A,1,2002
1755,"THRON, DOUG RILEY",1240107,2002 GENERAL,A,1,2002
1756,"LA MALFA, DOUG",1239935,2002 GENERAL,A,2,2002
1757,"BRET, PETE ANTHONY",1005377,2002 GENERAL,A,2,2002
1758,"KINYON, DOUGLAS J",1241313,2002 GENERAL,A,2,2002
1759,"KEENE, RICHARD J.",1239063,2002 GENERAL,A,3,2002
1760,"KING, STUART R.",1239175,2002 GENERAL,A,3,2002
1761,"PETERSEN, JON",090369,2002 GENERAL,A,3,2002
1762,"LESLIE, R. TIM",1002067,2002 GENERAL,A,4,2002
1763,"WARREN, DUNCAN SCOTT",1240742,2002 GENERAL,A,4,2002
1764,"COX, DAVE",1004452,2002 GENERAL,A,5,2002
1765,"LEIBMAN, ROBERTO",1240184,2002 GENERAL,A,5,2002
1766,"ULIS, ERIC J.",1239111,2002 GENERAL,A,5,2002
1767,"NATION, JOE",1005654,2002 GENERAL,A,6,2002
1768,"HITT, KENNETH A.",1240142,2002 GENERAL,A,6,2002
1769,"OLMSTEAD, RICHARD",1220759,2002 GENERAL,A,6,2002
1770,"WIGGINS, PATRICIA ANN",1005196,2002 GENERAL,A,7,2002
1771,"KOZLOWSKI, DAVID J.",1240883,2002 GENERAL,A,7,2002
1772,"MUNN, JOHN R.",1005833,2002 GENERAL,A,8,2002
1773,"WOLK, LOIS",1235630,2002 GENERAL,A,8,2002
1774,"STEINBERG, DARRELL",1005223,2002 GENERAL,A,9,2002
1775,"PEGOS, DAVID A.",1240827,2002 GENERAL,A,9,2002
1776,"POSTON, DOUGLAS",1241441,2002 GENERAL,A,9,2002
1777,"MAESTAS, KATHERINE E.",1239998,2002 GENERAL,A,10,2002
1778,"NAKANISHI, ALAN S.",1005260,2002 GENERAL,A,10,2002
1779,"CANCIAMILLA, JOSEPH",1005727,2002 GENERAL,A,11,2002
1780,"DENNY, JAN LESLIE",1240094,2002 GENERAL,A,11,2002
1781,"MANSKE, FRANK J.",1220765,2002 GENERAL,A,11,2002
1782,"YEE, LELAND Y.",1226856,2002 GENERAL,A,12,2002
1783,"DENNY, MICHAEL F.",1241040,2002 GENERAL,A,12,2002
1784,"EPSTEIN, HOWARD",1004958,2002 GENERAL,A,12,2002
1785,"LENO, MARK",1226645,2002 GENERAL,A,13,2002
1786,"MADEN, CHRISTOPHER R.",1241442,2002 GENERAL,A,13,2002
1787,"NEIRA, GAIL E.",1220767,2002 GENERAL,A,13,2002
1788,"HANCOCK, LONI",1238901,2002 GENERAL,A,14,2002
1789,"GERBER, DONNA C.",1233414,2002 GENERAL,A,15,2002
1790,"HOUSTON, GUY",1226434,2002 GENERAL,A,15,2002
1791,"CHAN, WILMA",1005709,2002 GENERAL,A,16,2002
1792,"ARMSTRONG, RICHARD E.",1220772,2002 GENERAL,A,16,2002
1793,"NUGENT, GEORGE J.",1240097,2002 GENERAL,A,16,2002
1794,"MATTHEWS, BARBARA",1005671,2002 GENERAL,A,17,2002
1795,"MC CABE, BRIAN L.",1239992,2002 GENERAL,A,17,2002
1796,"CORBETT, ELLEN",1005551,2002 GENERAL,A,18,2002
1797,"HOVINGH, JACK",1241444,2002 GENERAL,A,18,2002
1798,"MULLIN, GENE R.",1239028,2002 GENERAL,A,19,2002
1799,"CHAMBERLAIN, JO",1239258,2002 GENERAL,A,19,2002
1800,"GIEDT, ROBERT W.",1240065,2002 GENERAL,A,19,2002
1801,"KAWAS, DAVID",1240315,2002 GENERAL,A,19,2002
1802,"DOW, DANIEL L.",1240242,2002 GENERAL,A,20,2002
1803,"DUTRA, JOHN A.",1005277,2002 GENERAL,A,20,2002
1804,"LYON, KEITH A.",1240709,2002 GENERAL,A,20,2002
1805,"RUSSELL, JAMES A.",1239925,2002 GENERAL,A,21,2002
1806,"SIMITIAN, S. JOSEPH",1004819,2002 GENERAL,A,21,2002
1808,"LIEBER, SALLY",1231723,2002 GENERAL,A,22,2002
1809,"KAWCZYNSKI, STAN",098113,2002 GENERAL,A,22,2002
1810,"WATSON, KENNITA L.",1002560,2002 GENERAL,A,22,2002
1811,"DIAZ, MANNY",1220783,2002 GENERAL,A,23,2002
1812,"BLOOMBERG III, WARNER S.",1239995,2002 GENERAL,A,23,2002
1813,"COHN, REBECCA",1005705,2002 GENERAL,A,24,2002
1814,"COGDILL, DAVID E.",1005678,2002 GENERAL,A,25,2002
1815,"SMITH, E. DENISE",1240650,2002 GENERAL,A,25,2002
1816,"AGHAZARIAN, GREG",1005692,2002 GENERAL,A,26,2002
1817,"HALLINAN, THOMAS",1226825,2002 GENERAL,A,26,2002
1818,"LAIRD, JOHN S.",1226901,2002 GENERAL,A,27,2002
1819,"CARTER, CHARLES ""CHUCK""",1005863,2002 GENERAL,A,27,2002
1820,"SACHTJEN, GORDON D.",1220742,2002 GENERAL,A,27,2002
1821,"HOWARD, JANE",1239996,2002 GENERAL,A,28,2002
1822,"SALINAS, SIMON",1005673,2002 GENERAL,A,28,2002
1823,"SAMUELIAN, STEVEN N.",1238538,2002 GENERAL,A,29,2002
1825,"ZWICKEL, JONATHAN IRA",098224,2002 GENERAL,A,29,2002
1826,"GARDNER, M. DEAN",1237532,2002 GENERAL,A,30,2002
1827,"PARRA, NICOLE",1234191,2002 GENERAL,A,30,2002
1828,"REYES, SARAH",1005245,2002 GENERAL,A,31,2002
1829,"MC CARTHY, KEVIN",1234228,2002 GENERAL,A,32,2002
1830,"SHEA III, MICHAEL A.",1240292,2002 GENERAL,A,32,2002
1831,"MALDONADO, ABEL",1005389,2002 GENERAL,A,33,2002
1832,"HOULGATE, LAURENCE",1220665,2002 GENERAL,A,33,2002
1833,"MAZE, BILL",1005213,2002 GENERAL,A,34,2002
1834,"GURROLA, VIRGINIA",099177,2002 GENERAL,A,34,2002
1835,"JACKSON, HANNAH-BETH",1005197,2002 GENERAL,A,35,2002
1836,"POHL, BOB",1240644,2002 GENERAL,A,35,2002
1837,"SAVITCH, CARY BRUCE",1241265,2002 GENERAL,A,35,2002
1838,"THOMAS, CRAIG WARREN",1241264,2002 GENERAL,A,35,2002
1839,"DAVENPORT II, ROBERT",1234401,2002 GENERAL,A,36,2002
1840,"RUNNER, SHARON",1238644,2002 GENERAL,A,36,2002
1841,"STRICKLAND, TONY",1005462,2002 GENERAL,A,37,2002
1842,"THOMAS, BRUCE J.",1240645,2002 GENERAL,A,37,2002
1843,"RICHMAN, KEITH STUART",1005656,2002 GENERAL,A,38,2002
1844,"CALDERON, PAULA L.",1220803,2002 GENERAL,A,38,2002
1845,"LEMBKE, KARL",1241447,2002 GENERAL,A,38,2002
1846,"MONTANEZ, CINDY",1238513,2002 GENERAL,A,39,2002
1847,"AYAO, ELY DE LA CRUZ",1240984,2002 GENERAL,A,39,2002
1848,"LEVINE, LLOYD",1233568,2002 GENERAL,A,40,2002
1849,"FRIEDMAN, CONSTANCE J.",1240610,2002 GENERAL,A,40,2002
1850,"PAVLEY, FRAN",1005757,2002 GENERAL,A,41,2002
1851,"WISSOT, MICHAEL J.",1240708,2002 GENERAL,A,41,2002
1852,"KELLY, BRIAN ""MAX"" CHARLES",1241132,2002 GENERAL,A,41,2002
1853,"KORETZ, PAUL",1004239,2002 GENERAL,A,42,2002
1854,"BISSIRI, JEFFREY ALLEN",1241084,2002 GENERAL,A,42,2002
1855,"FROMMER, DARIO",1005786,2002 GENERAL,A,43,2002
1856,"GEYER, INGRID MARIE",1241118,2002 GENERAL,A,43,2002
1857,"WOREN, SANDOR J.",1241161,2002 GENERAL,A,43,2002
1858,"LIU, CAROL",1005704,2002 GENERAL,A,44,2002
1859,"O'CONNELL, DANIEL B.",1236523,2002 GENERAL,A,44,2002
1860,"NEW, BOB",1005119,2002 GENERAL,A,44,2002
1861,"GOLDBERG, JACKIE",1005703,2002 GENERAL,A,45,2002
1862,"COOK, JUDY CHAU PHUONG",1241077,2002 GENERAL,A,45,2002
1863,"ALDANA JR., MANUEL",1239991,2002 GENERAL,A,46,2002
1864,"NUNEZ, FABIAN",1238937,2002 GENERAL,A,46,2002
1865,"WESSON, JR., HERMAN J.",1005456,2002 GENERAL,A,47,2002
1866,"CLEMENS, KEITH",1241098,2002 GENERAL,A,47,2002
1867,"LEONARD, JONATHAN",092313,2002 GENERAL,A,47,2002
1868,"RIDLEY-THOMAS, MARK",1240873,2002 GENERAL,A,48,2002
1869,"HERDEGEN, NOLAYAN O.",1241449,2002 GENERAL,A,48,2002
1870,"ROBINSON, GERARD T.",1240726,2002 GENERAL,A,48,2002
1871,"CHU, JUDY",1004242,2002 GENERAL,A,49,2002
1872,"SHEN, GEORGE",1230198,2002 GENERAL,A,49,2002
1873,"FIREBAUGH, MARCO ANTONIO",1005587,2002 GENERAL,A,50,2002
1874,"MILLER, GLADYS O.",1240642,2002 GENERAL,A,50,2002
1875,"HORTON, JEROME E.",1220801,2002 GENERAL,A,51,2002
1876,"DYMALLY, MERVYN M.",1238979,2002 GENERAL,A,52,2002
1877,"ILES, MARK ANTHONY",1221100,2002 GENERAL,A,52,2002
1878,"NAKANO, GEORGE",1005226,2002 GENERAL,A,53,2002
1879,"WILSON, LINDA",1241001,2002 GENERAL,A,53,2002
1880,"CASTELLANOS, CESAR N.",1241076,2002 GENERAL,A,54,2002
1881,"LOWENTHAL, ALAN",1005392,2002 GENERAL,A,54,2002
1882,"OROPEZA, JENNY",1005665,2002 GENERAL,A,55,2002
1883,"WILSON, GUY",1005450,2002 GENERAL,A,55,2002
1884,"BERMUDEZ, RUDY",1005170,2002 GENERAL,A,56,2002
1885,"BRANKTUK SR., JOHN W.",1240247,2002 GENERAL,A,56,2002
1886,"CHAVEZ, EDWARD ""ED""",1005674,2002 GENERAL,A,57,2002
1887,"FAEGRE, LELAND THOMAS",098364,2002 GENERAL,A,57,2002
1888,"MOLL, ANNE M.",1240635,2002 GENERAL,A,57,2002
1889,"CALDERON, RONALD",1235391,2002 GENERAL,A,58,2002
1890,"BUTLER, DAVID O.",1241074,2002 GENERAL,A,58,2002
1891,"MOUNTJOY, DENNIS",1220842,2002 GENERAL,A,59,2002
1892,"SMITH, PATRICK D.",1239816,2002 GENERAL,A,59,2002
1893,"PACHECO, ROBERT ""BOB""",1005201,2002 GENERAL,A,60,2002
1894,"MARTINEZ, ADRIAN LINCOLN",1241142,2002 GENERAL,A,60,2002
1895,"MC LEOD, GLORIA NEGRETE",1005234,2002 GENERAL,A,61,2002
1896,"MUNSON, MATTHEW G.",1239584,2002 GENERAL,A,61,2002
1897,"LONGVILLE, JOHN",1003717,2002 GENERAL,A,62,2002
1898,"SCOTT, G. EDWARD",1240886,2002 GENERAL,A,62,2002
1899,"DUTTON, BOB",1233959,2002 GENERAL,A,63,2002
1900,"WALLACE, DORIS LOUISE",1235778,2002 GENERAL,A,63,2002
1901,"BENOIT, JOHN J.",1240093,2002 GENERAL,A,64,2002
1902,"MELSH, ROBERT J.",1240983,2002 GENERAL,A,64,2002
1903,"BOGH, RUSSELL V.",1005640,2002 GENERAL,A,65,2002
1904,"SCHOLES, DARREL R.",1241452,2002 GENERAL,A,65,2002
1905,"HAYNES, RAYMOND N.",1003467,2002 GENERAL,A,66,2002
1906,"BROSTROM, DAVID G.",1237209,2002 GENERAL,A,66,2002
1907,"ORTON, WILLIAM R. (BILL)",1240203,2002 GENERAL,A,67,2002
1908,"MADDOX, KENNETH",1005211,2002 GENERAL,A,68,2002
1909,"SCRIBNER, DOUGLAS JAMES",1241309,2002 GENERAL,A,68,2002
1911,"CORREA, LOU",1004849,2002 GENERAL,A,69,2002
1912,"ROSS, REUBEN A.",1238725,2002 GENERAL,A,69,2002
1913,"CAMPBELL, JOHN B.T.",1005647,2002 GENERAL,A,70,2002
1914,"KANE, JOHN P.",1240887,2002 GENERAL,A,70,2002
1915,"STUDIER, PAUL L.",1220753,2002 GENERAL,A,70,2002
1916,"SPITZER, TODD",1230744,2002 GENERAL,A,71,2002
1917,"FOSTER, BEA",1004020,2002 GENERAL,A,71,2002
1918,"DAUCHER, LYNN",1005667,2002 GENERAL,A,72,2002
1919,"CROSS, BRIAN LEE",1220844,2002 GENERAL,A,72,2002
1920,"NANJUNDAPPA, GANGADHARAPRA",099261,2002 GENERAL,A,72,2002
1921,"BATES, PATRICIA C. ""PAT""",1003846,2002 GENERAL,A,73,2002
1922,"CALZADA, KATHLEEN",1241094,2002 GENERAL,A,73,2002
1923,"VONDRUSKA, ROBERT ANTHONY",1220843,2002 GENERAL,A,73,2002
1924,"WYLAND, MARK B.",1005714,2002 GENERAL,A,74,2002
1925,"HERRERA, JOHN",099244,2002 GENERAL,A,74,2002
1926,"STONE, KRISTI",1239924,2002 GENERAL,A,74,2002
1927,"PLESCIA, GEORGE A.",1240145,2002 GENERAL,A,75,2002
1928,"SENECAL, RICHARD J.",1241037,2002 GENERAL,A,75,2002
1929,"WITT, CONNIE",1240636,2002 GENERAL,A,75,2002
1930,"KEHOE, CHRISTINE",1005669,2002 GENERAL,A,76,2002
1931,"BAKER, SARAH",1241079,2002 GENERAL,A,76,2002
1932,"DIVINE, BOB",1240265,2002 GENERAL,A,76,2002
1933,"LA SUER, JAY",1005766,2002 GENERAL,A,77,2002
1934,"HALL, VIRGIL R.",1241123,2002 GENERAL,A,77,2002
1935,"LOWERY, SARAH",1241141,2002 GENERAL,A,77,2002
1936,"HALL, VINCE HENRY",1233427,2002 GENERAL,A,78,2002
1937,"HORTON, SHIRLEY",1240526,2002 GENERAL,A,78,2002
1938,"MENANNO, MARK",1241143,2002 GENERAL,A,78,2002
1939,"VARGAS, JUAN C.",1005741,2002 GENERAL,A,79,2002
1940,"CASTRO, JOSHUA",1240948,2002 GENERAL,A,79,2002
1941,"FAST, MARK W.",1239609,2002 GENERAL,A,79,2002
1942,"ACUNA JR., JOEY V.",1005233,2002 GENERAL,A,80,2002
1943,"GARCIA, BONNIE",1240067,2002 GENERAL,A,80,2002
0,"EVANS, MERVIN",1236517,2012 GENERAL,A,62,2012
1,"PARK, DOO",,2010 GENERAL,S,8,2010
2,"WEBER, JR., ROBERT G.",1005011,2010 GENERAL,S,26,2010
3,"BELL, JR., RAYMOND M.",1240885,2010 GENERAL,A,21,2010
4,"MURPHY, JOHN",1305080,2008 GENERAL,A,75,2008
5,"JOHNSON, TIMOTHY",1230661,2004 GENERAL,S,35,2004
6,"MURPHY, JOHN",1305080,2004 GENERAL,S,39,2004
7,"SNOOK, AL",1005759,2004 GENERAL,A,68,2004
8,"BELL, JR., RAYMOND M.",1240885,2002 GENERAL,A,21,2002
9,"MARTINEZ JR., RICHARD",,2002 GENERAL,A,29,2002
10,"SNOOK, AL",99120,2002 GENERAL,A,68,2002
